rcn;id;acronym;status;programme;topics;frameworkProgramme;title;startDate;endDate;projectUrl;objective;totalCost;ecMaxContribution;call;fundingScheme;coordinator;coordinatorCountry;participants;participantCountries;subjects
229249;891624;CuTAN;SIGNED;H2020-EU.1.3.2.;MSCA-IF-2019;H2020;"Copper-Catalyzed Multicomponent Reactions in Tandem Processes for Target Molecule Synthesis";2021-02-01;2023-01-31;;"The invention of processes that can form several bonds, stereocentres and rings in a single process is key to a sustainable future in synthetic chemistry. Multicomponent reactions and tandem procedures are two strategies that enable the rapid build-up of molecular complexity from simple reagents. By combining these two strategies into a single procedure, the diversity, complexity and value of products can be further enhanced along with the efficiency and economy of their construction. In this project, Dr Satpathi will develop novel copper-catalyzed multicomponent couplings of unsaturated hydrocarbons (e.g. allenes, enynes) with imines and boron reagents. These procedures will provide high-value amine products with universally high regio-, diastero- and enantiocontrol. The products will bear a variety of synthetic handles, for example, amino, alkynyl/alkenyl, and boryl groups, thus the products are primed for subsequent transformation. Dr Satpathi will exploit this functionality in tandem intramolecular couplings (e.g. intramolecular Suzuki/Buchwald-Hartwig reactions) to provide core cyclic structures of drug molecules and natural products. Thus, through a tandem procedure of; 1) copper-catalyzed borofunctionalization, and; 2) subsequent transition-metal catalyzed cyclization, he will gain efficient access to highly sought-after complex molecules. Overall, the process will provide high-value, chiral, cyclic motifs from abundant, achiral, linear substrates. Finally, Dr Satpathi has identified the phthalide-isoquinoline family of alkaloids as target molecules to display the power of his tandem methodology. Dr Satpathi has devised a novel route, which begins with our tandem multifunctionalization/cyclization reaction, to provide a range of these important alkaloids. The chosen alkaloids are of particular interest as they display a range of bioactivities – for example as natural products, receptor antagonists and on-market drugs.";212933,76;212933,76;H2020-MSCA-IF-2019;MSCA-IF-EF-ST;"THE UNIVERSITY OF MANCHESTER";UK;;;
229239;887259;ALEHOOP;SIGNED;"H2020-EU.2.1.4.;H2020-EU.3.2.6.";BBI-2019-SO3-D3;H2020;"Biorefineries for the valorisation of macroalgal residual biomass and legume processing by-products to obtain new protein value chains for high-value food and feed applications";2020-06-01;2024-05-31;;"ALEHOOP provides the demonstration at pilot scale of both sustainable macroalgae and legume-based biorefineries for the recovery of low-cost dietary proteins from alga-based and plant residual biomass and their validation to meet market requirements of consumers and industry in the food and feed sectors. In these sectors, consumers are demanding affordable functional natural proteins from alternative sources and industry is demanding low-cost bio-based protein formulations with better performance and higher sustainability. 
Current protein demand for the 7.3 billion inhabitants of the world is approximately 202 Mt.  Due to the rise in meat consumption more proteins are therefore required for animal feeding. To satisfy the current protein demand, Europe imports over 30 Mt of soy from the Americas each year mainly for animal feeding, entailing 95% dependency of EU on imported soy. Current sources of proteins are becoming unsustainable from an economic and environmental perspective for Europe resulting in concerns for sustainability and food security and leading to search for new alternative proteins. 
ALEHOOP addresses the obtaining of proteins from green macroalgal blooms, brown seaweed by-products from algae processors and legume processing by-products (peas, lupines, beans and lentils) as alternative protein sources for animal feeding (case of green seaweed) and food applications (case of brown seaweed and legume by-products), since they are low cost and under-exploited biomass that do not compete with traditional food crops for space and resources. This will reduce EU´s dependency on protein imports and contribute to our raw material security. The new proteins will be validated in foods for elderly, sporty and overweight people, vegetarians and healthy consumers as well as for animal feed creating cross-sectorial interconnection between these value chains and supporting the projected business plan.";6718370;5140274,41;H2020-BBI-JTI-2019;BBI-IA-DEMO;"CONTACTICA S.L.";ES;"CENTIV GMBH;ALGINOR ASA;FUNDACION TECNALIA RESEARCH & INNOVATION;INDUKERN,S.A.;ASOCIACION NACIONAL DE FABRICANTES DE CONSERVAS DE PESCADOS Y MARISCOS-CENTRO TECNICO NACIONAL DE CONSERVACION DE PRODUCTOS DE LA PESCA;BIOZOON GMBH;EIGEN VERMOGEN VAN HET INSTITUUT VOOR LANDBOUW- EN VISSERIJONDERZOEK;BIOSURYA SL;VYZKUMNY USTAV VETERINARNIHO LEKARSTVI;NUTRITION SCIENCES;TECHNOLOGICAL UNIVERSITY DUBLIN;GARLAN, S.COOP.;ISANATUR SPAIN SL;UNIVERSIDAD DE VIGO;UNIVERSIDAD DE CADIZ";"DE;NO;ES;BE;CZ;IE";
229258;892834;DENVPOC;SIGNED;H2020-EU.1.3.2.;MSCA-IF-2019;H2020;"qPCR Microfluidics point-of-care platform for dengue diagnosis";2020-05-18;2022-05-17;;"As a result of Global climate change and fast urbanization, global outbreaks of Dengue (DENV)/ Zika(ZIKV)/Chikungunya(CHIKV) virus have the potential to occur. The most common pathway of these infections in humans is through the female Aedes mosquito vector. DENV is an exanthematous febrile disease with varied clinical manifestations and progressions . Due to similarities in symptoms between DENV and ZIKV and CHIKV, it is difficult to make a differential diagnosis, impeding appropriate, timely medical intervention. Furthermore, cross-reactivity with ZIKV, which was recently related to microcephaly, is a serious issue. In 2016, in Brazil alone, there were 4180 microcephaly cases reported instead of 163 cases, more in line with yearly expected projections , , Thus, the sooner an accurate diagnostic which differentiates DENV from the other manifestations is critical; most especially at the early stages of the infection, to have a reliable diagnosis in pregnant women. In 2016, the OMS emergency committee declared that the outbreaks and the potentially resultant neurological disorders in Brazil were an important international state of emergency in public health, as a result of the associated secondary effects; these diseases became a Global concern. This project allows developing a highly and fast Multiplex qPCR POC platform by using FASTGENE technology with a minimal amount of patient serotype. It would reduce the time of analysis (30 to 90’ for a standard) and costs. Additionally, the sample preprocessing and thermalization will shorten real-time PCR amplification time and will be integrated within the microfluidic systems.  This platform can result in a commercialized product whereupon a main market target would be pregnant women and people living or traveling through/from outbreak risk areas.";196707,84;196707,84;H2020-MSCA-IF-2019;MSCA-IF-EF-SE;BFORCURE;FR;;;
229280;895716;DoMiCoP;SIGNED;H2020-EU.1.3.2.;MSCA-IF-2019;H2020;"The Diffusion of Migration Control Practice. Actors, Processes and Effects.";2021-03-01;2023-02-28;;"DoMiCoP develops new understandings and perspectives to study migration control in practice in the European Union by asking one main question: how and why do communities of practice develop and diffuse the knowledge required to put migration control into action? Unlike the nexus between expert knowledge, epistemic communities and policy formulation, the nexus between everyday knowledge, communities of practice and policy implementation has not yet received systematic scholarly attention. My project bridges that gap by focusing on intermediate arenas in which communities of practice take shape most notably the meetings and trainings that gather state and non-state actors involved in putting asylum, detention and removal into practice. By building on field-based methodologies (interviews and participant observations), DoMiCoP sheds ethnographic light on the role that ‘learning from abroad’ plays in the implementation of migration control in the EU. My project’s aim is threefold: 1) Identifying arenas at intermediate levels in which communities of practice take shape; 2) Analysing the communities of practice by focusing on the configurations of actors and organizations involved, the motivations underlying their involvement, the process of knowledge development in interaction, the conflicts and negotiations; 3) Revealing the role of non-state organizations (private for profit and not-for-profit). From a theoretical point of view, this project goes beyond the classical view of the implementation as a test to assess the effectiveness of policy transfers towards an analysis of policy transfer at that level of policy-making. From an empirical point of view, the project expands knowledge about less-studied venues of policy-making and provides original thick descriptions. From a methodological point of view, the project engages with qualitative methods for the study of policy diffusion and aims at responding to their main challenges through participant observation.";163673,28;163673,28;H2020-MSCA-IF-2019;MSCA-IF-EF-ST;"EUROPEAN UNIVERSITY INSTITUTE";IT;;;
229297;954782;MiniLLock;SIGNED;"H2020-EU.3.;H2020-EU.2.3.;H2020-EU.2.1.";EIC-SMEInst-2018-2020;H2020;"Mini Launch Lock devices for small satellites";2020-05-01;2022-04-30;;"Space industry is experiencing the most important paradigm shift in its history with the rise of small satellites and megaconstellations.
Satellite miniaturization requires to reduce significantly production and orbit launching costs. To address the
new challenge of this manufacturing process and switch from craftsmanship to industrialization, space industry is turning
towards other domains looking for new solutions, disruptive technologies, and manufacturing process.
Mini Launch Lock devices for small satellites (MiniLLock) proposes innovative actuators on the cutting edge of customer
demand. They offer plug and play solutions that can directly be integrated into industry for satellites robotized production.
MiniLLock is smaller, lighter, safer, with a longer lifetime and generates significantly less shocks and vibrations than
standard actuators such as electromagnet and pyrotechnics. MiniLLock offers performances which have never been reached
with any other materials.
Nimesis is the only company that can provide such cost-effective actuators suitable to small satellite with high performances
and reliability, enabling features previously impossible.
MiniLLock will accelerate and leverage the commercialization of Nimesis technology and ensure Europe worldwide
leadership
and independence in the new space emergent environment.
Nimesis ambitions to become the global leader of this domain with a turnover of € 26 million and a market share of 28% in
2027.";2413543,75;1689480,63;H2020-EIC-SMEInst-2018-2020-3;SME-2b;"NIMESIS TECHNOLOGY SARL";FR;;;
229299;101003374;NOPHOS;SIGNED;H2020-EU.4.;WF-02-2019;H2020;"Unravelling protein phosphorylation mechanisms and phosphoproteome changes under nitrosative stress conditions in E.coli";2020-07-01;2022-06-30;;"Currently, we face a global antibiotic resistance crisis aggravated by the slow development of more effective and anti-resistance promoting therapeutical solutions. Protein phosphorylation (PP) has recently emerged as one of the major post-translational modification in bacteria, involved in the regulation of multiple physiological processes. In this MSCA individual fellowship application we aim to bridge the current gap in the field for prokaryotes by unravelling the unknown regulatory role of PP on proteins involved in nitrosative stress (NS) detoxification in the model bacterium E.coli. We propose to examine for the first time both global protein modifications (e.g. phosphoproteomics) under nitrogen species stress, as well as characterize PP in individual proteins involved in NS response. We will construct a network model that reflect the phosphoproteomic changes upon NS in E.coli, that may pave the way for the design of new bacterial targets. Understanding how bacteria respond to the chemical weapons of the human innate system is fundamental to develop efficient therapies. We will pioneer research on the mechanism and the regulation of nitric oxide detoxification proteins already identified as phosphorylated, by analyzing how this modification influences their stability and activity in vitro and in vivo. This project opens up new research paths on bacterial detoxification systems and signalling in general, addressing for the first time the role of PP in these processes. The proposal brings together transversal and scientific skills that will enable the researcher to lead the development of this emerging field and position herself as an expert in the area, and aims at establishing the importance of PP in NO microbial response, a novelty in this field.";147815,04;147815,04;H2020-WF-02-2019;MSCA-IF-EF-ST;"UNIVERSIDADE NOVA DE LISBOA";PT;;;
229220;883121;PRODIGI;SIGNED;H2020-EU.1.1.;ERC-2019-ADG;H2020;"Problem Definition in the Digital Democracy";2021-01-01;2025-12-31;;"'How does an issue become a political problem? No issue inherently requires political responses. Instead, political actors construct arguments regarding the nature of a given problem and connect them to particular policy actions. For example, and to preview PRODIGI's substantive focus, some see digital technology as a threat to democracy and advocate for stricter regulation, while others emphasize its potential to improve participation and argue that tighter rules stifle innovation. This phenomenon, known as 'problem definition,' has long been recognized as a fundamental aspect of any policymaking process. Theoretically, PRODIGI argues that the notion of problem definition needs to integrate the dynamics induced by digital technology, such as new forms of political communication that bypass traditional gatekeepers. The state of the art does not adequately describe these new dynamics. On the one hand, the literature on digital technology and politics has not explicitly recognized problem definition as a a key aspect. On the other hand, the agenda setting and problem definition literatures have not integrated the role of digital technology in their arguments. Specifically, PRODIGI pursues four objectives: 1) develop a theory of problem definition that accounts for the role of digital technology; 2) develop new methods to measure problem definition based on computational social science; 3) analyze problem definition in the case of policy responses to digital technology's implications for democracy; and 4) analyze the effects of problem definition on opinions using survey experiments. PRODIGI breaks new ground in two ways. First, it puts forward original theory and  methods to study a longstanding question that has acquired new relevance in digital environments. Second, it applies the new theory and methods to an important societal challenge, namely, how politics responds to digital technology's impact on democracy.'";2483765;2483765;ERC-2019-ADG;ERC-ADG;"UNIVERSITAT ZURICH";CH;;;
229237;887115;CAFIPLA;SIGNED;"H2020-EU.2.1.4.;H2020-EU.3.2.6.";BBI-2019-SO2-R2;H2020;"Combining carboxylic acid production and fibre recovery as an innovative, cost-effective and sustainable pre-treatment process for heterogeneous bio-waste";2020-06-01;2023-05-31;;"The 3-year CAFIPLA project will radically alter the biomass pre-treatment approach for bio-economy applications. Current biomass use comes at a high cost, either in terms of land use (sugar/starch crops) or energy and chemical use (2nd generation biomass). On the other hand, bio-waste is massively produced in urban or rural context but almost not valorised, or solely in low-value applications, in part due to its heterogenous nature.
CAFIPLA tackles both issues by developing an integrated biomass valorisation strategy that combines the carboxylic acid and fibre recovery platform (CAP/FRP). CAFIPLA firstly optimises the separation of the easily biodegradable fraction and recalcitrant biomass, as input for the CAP and FRP, respectively. This allows the implementation of tailored valorisation strategies for both routes, which in turn allows the use of heterogeneous biowaste as input, while still ensuring high overall yields. In the CAP, research will focus on process control strategies to obtain specific spectra of carboxylic acids to feed into bioproduction of microbial protein, PHA or caproic acid biooil. In the FRP, fractionation into different fibre ranges will result in intermediates that can be valorised as packaging material or insulation. A TRL5 pilot will demonstrate the CAFIPLA upscaling potential.
CAFIPLA represents a radically new approach for bio-economy applications by approaching biomass use more pragmatically. This approach, which centres on the integration of two platforms, allows tailor-made solutions. This improves the sustainability and cost-effectiveness of pre-treatment (ambient pressure/temperature, low chemical use,
bio-waste as input material). CAFIPLA will furthermore study the biomass supply chain and the business models for future implementation. The well-balanced consortium, including 7 SMEs on 13 participants, will ensure successful research and impact on the bio-economy well beyond the project consortium and timing.";4904532,5;4532952,31;H2020-BBI-JTI-2019;BBI-RIA;"FUNDACION TECNALIA RESEARCH & INNOVATION";ES;"DECHEMA GESELLSCHAFT FUER CHEMISCHE TECHNIK UND BIOTECHNOLOGIE E.V.;AVECOM;DBFZ DEUTSCHES BIOMASSEFORSCHUNGSZENTRUM GEMEINNUTZIGE GMBH;UNIVERSITEIT GENT;BIOTREND-INOVACAO E ENGENHARIA EM BIOTECNOLOGIA SA;BIOPRACT GMBH;IDELUX ENVIRONNEMENT;UNIVERSITAET FUER BODENKULTUR WIEN;VERTECH GROUP;LEIBNIZ INSTITUT FUER AGRARTECHNIK UND BIOOEKONOMIE E V;ORGANIC WASTE SYSTEMS NV;FIBRES RECHERCHE DEVELOPPEMENT";"DE;BE;PT;AT;FR";
229274;894725;xICE;SIGNED;H2020-EU.1.3.2.;MSCA-IF-2019;H2020;"Exploring interfaces in ice giant planets using multi-scale molecular dynamics simulations";2020-09-01;2022-08-31;;"The ice giant planets Uranus and Neptune are believed to play a crucial role in the formation process of our Solar System and are prototypical for hundreds of exoplanets, so-called mini-Neptunes, which are discovered at ever increasing speed thanks to planet-hunting missions like Kepler, TESS, and PLATO. Modeling the interior structure, magnetic dynamo, and thermal evolution of Uranus and Neptune has proven very challenging relying only on the Voyager 2 flyby data from the 1980s and ground-based observations. The key to improve these models is to investigate interfaces and thermal boundaries resulting from the properties of the material in their deep interiors. Hence, we perform molecular dynamics simulations on multiple scales to derive additional modeling constraints, which are experimentally challenging to obtain or even inaccessible.
We use accurate ab initio simulations to calculate a new equation of state to constrain the rock/ice ratio in planetary interior models. Subsequently, we fit potentials to the ab initio data to investigate up to 1 million atoms using classical molecular dynamics. For the first time, we are able to explore interfaces between the inner mantle and the core of an ice giant planet on a atomic level. The resulting thermal and transport properties will be used as essential inputs for novel interior structure and magnetic dynamo models for ice giant planets; particularly those in our Solar System. The project results will enhance the fellow's career prospects, make a significant contribution to the science excellence in Europe, and especially strengthen the science case for future Uranus and Neptune missions by ESA and NASA.";184707,84;184707,84;H2020-MSCA-IF-2019;MSCA-IF-EF-ST;"ECOLE NORMALE SUPERIEURE DE LYON";FR;;;
229234;885593;COBREX;SIGNED;H2020-EU.1.1.;ERC-2019-ADG;H2020;"COupling data and techniques for BReakthroughs in EXoplanetary systems exploration";2020-10-01;2025-09-30;;"Exoplanetology has become a major topic in astronomy over the last 30 years. New observing capabilities and
modelling have revolutionised the understanding of how planetary systems form and evolve. Yet, the 5-20 au
region, where the giant planets formed by accretion of gas on to a solid core are supposed to form predominantly, 
remains barely explored due to instrumental limitations. GAIA and the E-ELT instruments will be well suited to 
explore planetary systems at this scale. However, I believe that exploring this region is possible right now, at a 
small cost, with the use of recent innovative signal processing developments applied to current High Contrast 
Imaging (HCI) data and/or the use of high-performance, AO-fed medium/high resolution spectrographs. 
With COBREX, I want to apply such new data processing techniques on the largest library of SPHERE and GPI 
HCI data to gain at least one order of magnitude (hence a gain of ~3 in mass/separation) on current planet and disk 
detection limits in the 5-20 au region. This will allow witnessing, for the first time, analogues of our Solar System 
Giants at early ages, and constraining the distribution of GPs in the 5-20 au. Combining in different ways various 
data (HCI, GAIA, RV) will allow exploring the demography of young giant planets at all separations. Then, I want 
to couple HCI with medium/high resolution spectroscopy, to find and study planet properties into exquisite details, 
and investigate in an unprecedented way the link between disks and planets. Finally, I wish to explore the possibility 
of imaging remote magmatic super-Earths in the near future thanks to such improvements.";2495266;2495266;ERC-2019-ADG;ERC-ADG;"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS";FR;;;
229252;887501;MPowerBIO;SIGNED;"H2020-EU.2.1.4.;H2020-EU.3.2.6.";BBI-2019-SO4-S4;H2020;"eM-POWERing SME Clusters to help SMEs to overcome the valley of death";2020-05-01;2022-10-31;;"The MPowerBIO project will obtain feedback from clusters, SMEs and investors on the concrete challenges they have regarding investments and build an online platform containing digital tools for evaluating investment readiness, as well as online training modules to build the capacity of clusters to train their SME members. 

The project will provide 10 training the trainers events for a total of 90 clusters across the bioeconomy, covering most of Europe, supported by the online platform. This will  the improve the capacity of participating clusters to service their SME members, and allow them to test the learning on SMEs in a supervised manner, at a series of 10 regional events, helping the SMEs to prepare and present high-quality projects to investors.  The best SME projects will be selected by investors, and invited to one of two European finals, which are based on the European Bioeconomy Venture Forum model, run by the consortium members. A total of 72 high-quality, screened and investment-ready SME are expected to pitch at the two final events. The proposal is based on two consecutive cycles, allowing 350 SMEs to be screened and supported  over the project, with experience from the first cycle being used to improve the project second cycle. The proposal takes account of the difference in Europe in investment activities, the required skills for trainers and the different types of investors in each country. MPowerBIO will ensure that clusters become self-supporting in this respect on completion of the project, with the ability to maintain these skills within their own organisations. The project will produce a replication guide to ensure that project results can be widened to other areas after completion.";1578908,13;1499962,38;H2020-BBI-JTI-2019;BBI-CSA;"AGRO BUSINESS PARK AS";DK;"CONSORZIO ITALBIOTEC;Q-PLAN INTERNATIONAL ADVISORS PC;FOODSCALE HUB ENTREPRENEURSHIP ANDINNOVATION ASSOCIATION;EIT FOOD;TECH TOUR GLOBAL;SUSTAINABLE INNOVATIONS EUROPE SL;IRISH BIOECONOMY FOUNDATION;FUNDACION CORPORACION TECNOLOGICA DE ANDALUCIA;CLUSTER INDUSTRIELLE BIOTECHNOLOGIE 2021 E.V.";"IT;EL;RS;BE;BG;ES;IE;DE";
